"","NoteValue","Stress","Rest","Lyrics","Rhythm","OTL","COM","ARE","Bar"
"34.95","8","0",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","11"
"34.96","8","1",".","got",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","11"
"34.97","8","0",".","that",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","11"
"34.99","8","1",".","shit",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","12"
"34.100","8","0",".","that",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","12"
"34.101","8","1",".","make",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","12"
"34.102","8","0",".","'em",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","12"
"34.103","8","1",".","tweak",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","12"
"34.104","8","0",".","like",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","12"
"34.105","4","1",".","damn",0.25,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","12"
"34.107","8",".","R",".",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","13"
"34.108","8","0",".","Can't",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","13"
"34.109","8","1",".","be",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","13"
"34.110","8","0",".","in",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","13"
"34.111","8","1",".","front",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","13"
"34.112","8","0",".","the",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","13"
"34.113","8","1",".","trap",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","13"
"34.114","8","0",".","too",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","13"
"34.116","8","1",".","much",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","14"
"34.117","8","0",".","the",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","14"
"34.118","8","1",".","world",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","14"
"34.119","8","0",".","know",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","14"
"34.120","8","1",".","who",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","14"
"34.121","8","0",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","14"
"34.122","4","1",".","am",0.25,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","14"
"34.124","8",".","R",".",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","15"
"34.125","8","0",".","This",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","15"
"34.126","8","1",".","shit",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","15"
"34.127","8","0",".","ain't",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","15"
"34.128","8","1",".","sweet",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","15"
"34.129","8","0",".","who",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","15"
"34.130","8","1",".","close",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","15"
"34.131","8","0",".","to",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","15"
"34.133","8","1",".","me",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","16"
"34.134","8","0",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","16"
"34.135","8","1",".","see",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","16"
"34.136","8","0",".","'em",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","16"
"34.137","16","1",".","ha-",0.0625,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","16"
"34.138","16","0",".","tin'",0.0625,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","16"
"34.139","8","0",".","like",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","16"
"34.140","4","1",".","damn",0.25,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","16"
"34.142","8",".","R",".",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","17"
"34.143","8","0",".","All",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","17"
"34.144","8","1",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","17"
"34.145","8","0",".","know",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","17"
"34.146","8","1",".","get",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","17"
"34.147","8","0",".","the",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","17"
"34.148","8","1",".","mo-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","17"
"34.149","8","0",".","ney",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","17"
"34.151","8","1",".","still",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","18"
"34.152","8","0",".","gon'",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","18"
"34.153","8","1",".","be",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","18"
"34.154","8","0",".","the",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","18"
"34.155","8","1",".","one",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","18"
"34.156","8","0",".","to",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","18"
"34.157","8","1",".","slay",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","18"
"34.158","8","0",".","'em",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","18"
"34.160","8",".","R",".",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","19"
"34.161","8","0",".","Like",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","19"
"34.162","8","1",".","nig-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","19"
"34.163","8","0",".","ga,",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","19"
"34.164","4","1",".","ah",0.25,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","19"
"34.165","8","1",".","nig-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","19"
"34.166","8","0",".","ga",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","19"
"34.168","4",".","R",".",0.25,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","20"
"34.169","8","1",".","nig-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","20"
"34.170","8","0",".","ga",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","20"
"34.171","4","1",".","bitch",0.25,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","20"
"34.172","8","1",".","nig-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","20"
"34.173","8","0",".","ga",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","20"
"34.175","4","1",".","baow",0.25,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","21"
"34.176","8","1",".","with",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","21"
"34.177","8","0",".","my",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","21"
"34.178","8","1",".","je-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","21"
"34.179","8","0",".","wel-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","21"
"34.180","4","1",".","ry",0.25,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","21"
"35.6","8",".","R",".",0.125,"MoneyMachine3","Curren$y","New Orleans","1"
"35.7","8","0",".","Uh",0.125,"MoneyMachine3","Curren$y","New Orleans","1"
"35.8","8",".","R",".",0.125,"MoneyMachine3","Curren$y","New Orleans","1"
"35.9","16","1",".","fuck",0.0625,"MoneyMachine3","Curren$y","New Orleans","1"
"35.10","16","0",".","a-",0.0625,"MoneyMachine3","Curren$y","New Orleans","1"
"35.11","16","1",".","round",0.0625,"MoneyMachine3","Curren$y","New Orleans","1"
"35.12","16","0",".","and",0.0625,"MoneyMachine3","Curren$y","New Orleans","1"
"35.13","8","0",".","get",0.125,"MoneyMachine3","Curren$y","New Orleans","1"
"35.14","8","1",".","killed",0.125,"MoneyMachine3","Curren$y","New Orleans","1"
"35.15","16","0",".","for",0.0625,"MoneyMachine3","Curren$y","New Orleans","1"
"35.16","16","0",".","not",0.0625,"MoneyMachine3","Curren$y","New Orleans","1"
"35.18","16","1",".","let-",0.0625,"MoneyMachine3","Curren$y","New Orleans","2"
"35.19","16","0",".","tin'",0.0625,"MoneyMachine3","Curren$y","New Orleans","2"
"35.20","16","0",".","me",0.0625,"MoneyMachine3","Curren$y","New Orleans","2"
"35.21","8.","1",".","live",0.1875,"MoneyMachine3","Curren$y","New Orleans","2"
"35.22","16","1",".","Shit",0.0625,"MoneyMachine3","Curren$y","New Orleans","2"
"35.23","16","0",".","a-",0.0625,"MoneyMachine3","Curren$y","New Orleans","2"
"35.24","16","1",".","round",0.0625,"MoneyMachine3","Curren$y","New Orleans","2"
"35.25","16","0",".","me",0.0625,"MoneyMachine3","Curren$y","New Orleans","2"
"35.26","8","0",".","that",0.125,"MoneyMachine3","Curren$y","New Orleans","2"
"35.27","8","1",".","real",0.125,"MoneyMachine3","Curren$y","New Orleans","2"
"35.28","16","0",".","my",0.0625,"MoneyMachine3","Curren$y","New Orleans","2"
"35.29","16","1",".","nig-",0.0625,"MoneyMachine3","Curren$y","New Orleans","2"
"35.31","16","0",".","gas",0.0625,"MoneyMachine3","Curren$y","New Orleans","3"
"35.32","16","0",".","is",0.0625,"MoneyMachine3","Curren$y","New Orleans","3"
"35.33","8","1",".","dead",0.125,"MoneyMachine3","Curren$y","New Orleans","3"
"35.34","8","1",".","trill",0.125,"MoneyMachine3","Curren$y","New Orleans","3"
"35.35","16","0",".","You",0.0625,"MoneyMachine3","Curren$y","New Orleans","3"
"35.36","16","0",".","was",0.0625,"MoneyMachine3","Curren$y","New Orleans","3"
"35.37","16","1",".","loo-",0.0625,"MoneyMachine3","Curren$y","New Orleans","3"
"35.38","16","0",".","kin'",0.0625,"MoneyMachine3","Curren$y","New Orleans","3"
"35.39","16","0",".","for",0.0625,"MoneyMachine3","Curren$y","New Orleans","3"
"35.40","16","0",".","a",0.0625,"MoneyMachine3","Curren$y","New Orleans","3"
"35.41","8","1",".","plug",0.125,"MoneyMachine3","Curren$y","New Orleans","3"
"35.42","16","0",".","you",0.0625,"MoneyMachine3","Curren$y","New Orleans","3"
"35.43","16","0",".","ain't",0.0625,"MoneyMachine3","Curren$y","New Orleans","3"
"35.45","8","1",".","know",0.125,"MoneyMachine3","Curren$y","New Orleans","4"
"35.46","16","1",".","That",0.0625,"MoneyMachine3","Curren$y","New Orleans","4"
"35.47","16","0",".","the",0.0625,"MoneyMachine3","Curren$y","New Orleans","4"
"35.48","16","1",".","man",0.0625,"MoneyMachine3","Curren$y","New Orleans","4"
"35.49","16","0",".","was",0.0625,"MoneyMachine3","Curren$y","New Orleans","4"
"35.50","8","0",".","right",0.125,"MoneyMachine3","Curren$y","New Orleans","4"
"35.51","8","1",".","here",0.125,"MoneyMachine3","Curren$y","New Orleans","4"
"35.52","16","1",".","ma-",0.0625,"MoneyMachine3","Curren$y","New Orleans","4"
"35.53","16","0",".","kin'",0.0625,"MoneyMachine3","Curren$y","New Orleans","4"
"35.54","8","1",".","squares",0.125,"MoneyMachine3","Curren$y","New Orleans","4"
"35.55","16","0",".","di-",0.0625,"MoneyMachine3","Curren$y","New Orleans","4"
"35.56","16","0",".","sap-",0.0625,"MoneyMachine3","Curren$y","New Orleans","4"
"35.58","8","1",".","pear",0.125,"MoneyMachine3","Curren$y","New Orleans","5"
"35.59","8","1",".","Ma-",0.125,"MoneyMachine3","Curren$y","New Orleans","5"
"35.60","16","0",".","gic",0.0625,"MoneyMachine3","Curren$y","New Orleans","5"
"35.61","8","1",".","man",0.125,"MoneyMachine3","Curren$y","New Orleans","5"
"35.62","16","0",".","you",0.0625,"MoneyMachine3","Curren$y","New Orleans","5"
"35.63","16","1",".","heard",0.0625,"MoneyMachine3","Curren$y","New Orleans","5"
"35.64","16","0",".","a-",0.0625,"MoneyMachine3","Curren$y","New Orleans","5"
"35.65","16","1",".","bout",0.0625,"MoneyMachine3","Curren$y","New Orleans","5"
"35.66","16","0",".","the",0.0625,"MoneyMachine3","Curren$y","New Orleans","5"
"35.67","16","1",".","le-",0.0625,"MoneyMachine3","Curren$y","New Orleans","5"
"35.68","16","0",".","gen-",0.0625,"MoneyMachine3","Curren$y","New Orleans","5"
"35.69","16","0",".","da-",0.0625,"MoneyMachine3","Curren$y","New Orleans","5"
"35.70","16","0",".","ry",0.0625,"MoneyMachine3","Curren$y","New Orleans","5"
"35.72","16","1",".","three",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.73","16","0",".","and",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.74","16","0",".","a",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.75","16","1",".","quar-",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.76","16","0",".","ter",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.77","8","1",".","length",0.125,"MoneyMachine3","Curren$y","New Orleans","6"
"35.78","8","1",".","Furs",0.125,"MoneyMachine3","Curren$y","New Orleans","6"
"35.79","16","0",".","in",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.80","16","1",".","Fe-",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.81","16","0",".","bru-",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.82","16","1",".","ar-",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.83","16","0",".","y",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.84","16","1",".","al-",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.85","[16","1",".","ways",0.0625,"MoneyMachine3","Curren$y","New Orleans","6"
"35.87","16]",".",".",".",0.0625,"MoneyMachine3","Curren$y","New Orleans","7"
"35.88","8","1",".","on",0.125,"MoneyMachine3","Curren$y","New Orleans","7"
"35.89","8","1",".","point",0.125,"MoneyMachine3","Curren$y","New Orleans","7"
"35.90","16","0",".","And",0.0625,"MoneyMachine3","Curren$y","New Orleans","7"
"35.91","16","1",".","it",0.0625,"MoneyMachine3","Curren$y","New Orleans","7"
"35.92","16","0",".","was",0.0625,"MoneyMachine3","Curren$y","New Orleans","7"
"35.93","16","1",".","ne-",0.0625,"MoneyMachine3","Curren$y","New Orleans","7"
"35.94","16","0",".","ver",0.0625,"MoneyMachine3","Curren$y","New Orleans","7"
"35.95","16","1",".","rea-",0.0625,"MoneyMachine3","Curren$y","New Orleans","7"
"35.96","8","0",".","dy",0.125,"MoneyMachine3","Curren$y","New Orleans","7"
"35.97","16","0",".","I",0.0625,"MoneyMachine3","Curren$y","New Orleans","7"
"35.98","16","1",".","lit",0.0625,"MoneyMachine3","Curren$y","New Orleans","7"
"35.99","16","0",".","my",0.0625,"MoneyMachine3","Curren$y","New Orleans","7"
"35.101","8","1",".","joint",0.125,"MoneyMachine3","Curren$y","New Orleans","8"
"35.102","16","0",".","and",0.0625,"MoneyMachine3","Curren$y","New Orleans","8"
"35.103","16","1",".","dipped",0.0625,"MoneyMachine3","Curren$y","New Orleans","8"
"35.104","16","0",".","in",0.0625,"MoneyMachine3","Curren$y","New Orleans","8"
"35.105","16","0",".","my",0.0625,"MoneyMachine3","Curren$y","New Orleans","8"
"35.106","16","1",".","Che-",0.0625,"MoneyMachine3","Curren$y","New Orleans","8"
"35.107","8","0",".","vy",0.125,"MoneyMachine3","Curren$y","New Orleans","8"
"35.108","16","0",".","fif-",0.0625,"MoneyMachine3","Curren$y","New Orleans","8"
"35.109","16","0",".","ty",0.0625,"MoneyMachine3","Curren$y","New Orleans","8"
"35.110","16","1",".","se-",0.0625,"MoneyMachine3","Curren$y","New Orleans","8"
"35.111","16","0",".","ven",0.0625,"MoneyMachine3","Curren$y","New Orleans","8"
"35.112","8","0",".","all",0.125,"MoneyMachine3","Curren$y","New Orleans","8"
"35.113","[16","1",".","stocks",0.0625,"MoneyMachine3","Curren$y","New Orleans","8"
"35.115","16]",".",".",".",0.0625,"MoneyMachine3","Curren$y","New Orleans","9"
"35.116","8","0",".","hard-",0.125,"MoneyMachine3","Curren$y","New Orleans","9"
"35.117","8","1",".","top",0.125,"MoneyMachine3","Curren$y","New Orleans","9"
"35.118","16.","0",".","I",0.09375,"MoneyMachine3","Curren$y","New Orleans","9"
"35.119","16.","0",".","throw",0.09375,"MoneyMachine3","Curren$y","New Orleans","9"
"35.120","16","1",".","swit-",0.0625,"MoneyMachine3","Curren$y","New Orleans","9"
"35.121","16","0",".","ches",0.0625,"MoneyMachine3","Curren$y","New Orleans","9"
"35.122","16","0",".","on",0.0625,"MoneyMachine3","Curren$y","New Orleans","9"
"35.123","16","0",".","my",0.0625,"MoneyMachine3","Curren$y","New Orleans","9"
"35.124","8","1",".","drop",0.125,"MoneyMachine3","Curren$y","New Orleans","9"
"35.125","16","1",".","Shaw-",0.0625,"MoneyMachine3","Curren$y","New Orleans","9"
"35.126","16","0",".","ty",0.0625,"MoneyMachine3","Curren$y","New Orleans","9"
"35.128","8","1",".","said",0.125,"MoneyMachine3","Curren$y","New Orleans","10"
"35.129","16","1",".","she",0.0625,"MoneyMachine3","Curren$y","New Orleans","10"
"35.130","16","0",".","don't",0.0625,"MoneyMachine3","Curren$y","New Orleans","10"
"35.131","16","1",".","fuck",0.0625,"MoneyMachine3","Curren$y","New Orleans","10"
"35.132","16","0",".","a-",0.0625,"MoneyMachine3","Curren$y","New Orleans","10"
"35.133","16","1",".","round",0.0625,"MoneyMachine3","Curren$y","New Orleans","10"
"35.134","16","0",".","with",0.0625,"MoneyMachine3","Curren$y","New Orleans","10"
"35.135","16","0",".","that",0.0625,"MoneyMachine3","Curren$y","New Orleans","10"
"35.136","8","1",".","help",0.125,"MoneyMachine3","Curren$y","New Orleans","10"
"35.137","16","0",".","She",0.0625,"MoneyMachine3","Curren$y","New Orleans","10"
"35.138","8","1",".","want",0.125,"MoneyMachine3","Curren$y","New Orleans","10"
"35.139","16","1",".","Spit-",0.0625,"MoneyMachine3","Curren$y","New Orleans","10"
"35.140","16","0",".","ta",0.0625,"MoneyMachine3","Curren$y","New Orleans","10"
"35.142","16","1",".","'cause",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.143","16","0",".","that",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.144","16","1",".","nig-",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.145","16","0",".","ga",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.146","16","1",".","came",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.147","16","0",".","in",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.148","16","1",".","here",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.149","16","0",".","and",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.150","16","1",".","made",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.151","16","0",".","a",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.152","16","1",".","boss",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.153","16","0",".","of",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.154","16","0",".","him-",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.155","8","1",".","self",0.125,"MoneyMachine3","Curren$y","New Orleans","11"
"35.156","16","0",".","I",0.0625,"MoneyMachine3","Curren$y","New Orleans","11"
"35.158","8","1",".","came",0.125,"MoneyMachine3","Curren$y","New Orleans","12"
"35.159","16","0",".","through",0.0625,"MoneyMachine3","Curren$y","New Orleans","12"
"35.160","16","0",".","the",0.0625,"MoneyMachine3","Curren$y","New Orleans","12"
"35.161","8","1",".","set",0.125,"MoneyMachine3","Curren$y","New Orleans","12"
"35.162","8","0",".","paint",0.125,"MoneyMachine3","Curren$y","New Orleans","12"
"35.163","8","1",".","wet",0.125,"MoneyMachine3","Curren$y","New Orleans","12"
"35.164","8","0",".","rims",0.125,"MoneyMachine3","Curren$y","New Orleans","12"
"35.165","8","1",".","gold",0.125,"MoneyMachine3","Curren$y","New Orleans","12"
"35.166","16","0",".","Like",0.0625,"MoneyMachine3","Curren$y","New Orleans","12"
"35.167","16","0",".","a",0.0625,"MoneyMachine3","Curren$y","New Orleans","12"
"35.169","16","1",".","cham-",0.0625,"MoneyMachine3","Curren$y","New Orleans","13"
"35.170","16","0",".","pi-",0.0625,"MoneyMachine3","Curren$y","New Orleans","13"
"35.171","16","0",".","on-",0.0625,"MoneyMachine3","Curren$y","New Orleans","13"
"35.172","8","1",".","ship",0.125,"MoneyMachine3","Curren$y","New Orleans","13"
"35.173","8","1",".","belt",0.125,"MoneyMachine3","Curren$y","New Orleans","13"
"35.174","16","0",".","she",0.0625,"MoneyMachine3","Curren$y","New Orleans","13"
"35.175","8","1",".","fucked",0.125,"MoneyMachine3","Curren$y","New Orleans","13"
"35.176","8","1",".","up",0.125,"MoneyMachine3","Curren$y","New Orleans","13"
"35.177","16","0",".","when",0.0625,"MoneyMachine3","Curren$y","New Orleans","13"
"35.178","16","0",".","she",0.0625,"MoneyMachine3","Curren$y","New Orleans","13"
"35.179","16","0",".","let",0.0625,"MoneyMachine3","Curren$y","New Orleans","13"
"35.180","16","0",".","me",0.0625,"MoneyMachine3","Curren$y","New Orleans","13"
"35.182","16","1",".","know",0.0625,"MoneyMachine3","Curren$y","New Orleans","14"
