"","NoteValue","Stress","Rest","Lyrics","Break","Rhythm","OTL","COM","ARE","Bar","Position"
"45.89","16","0",".","I","3",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.0625
"45.90","16","1",".","chea-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.125
"45.91","16","0",".","-ted",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.1875
"45.92","16","1",".","on",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.25
"45.93","16","0",".","my",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.3125
"45.94","16","0",".","B-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.375
"45.95","16","0",".","-M",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.4375
"45.96","16","1",".","three",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.5
"45.97","16","0",".","times",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.5625
"45.98","16","0",".","with",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.625
"45.99","16","0",".","my",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","8",0.6875
"45.100","8","1",".","dog",".",0.125,"NeighborhoodHero","LilDurk","Chicago","8",0.8125
"45.101","8","0",".","ass",".",0.125,"NeighborhoodHero","LilDurk","Chicago","8",0.9375
"45.103","16",".","R",".",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0
"45.104","16","0",".","She","3",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.0625
"45.105","16","1",".","gave",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.125
"45.106","16","0",".","her",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.1875
"45.107","16","1",".","num-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.25
"45.108","16","0",".","-ber",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.3125
"45.109","16","1",".","I",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.375
"45.110","16","0",".","de-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.4375
"45.111","16","1",".","-lete",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.5
"45.112","16","0",".","it",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.5625
"45.113","16","0",".","'cause",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.625
"45.114","16","0",".","they",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","9",0.6875
"45.115","8","1",".","all",".",0.125,"NeighborhoodHero","LilDurk","Chicago","9",0.8125
"45.116","8","0",".","rats",".",0.125,"NeighborhoodHero","LilDurk","Chicago","9",0.9375
"45.118","8","1",".","Chi-","3",0.125,"NeighborhoodHero","LilDurk","Chicago","10",0.0625
"45.119","8","0",".","-raq",".",0.125,"NeighborhoodHero","LilDurk","Chicago","10",0.1875
"45.120","8",".","R",".",".",0.125,"NeighborhoodHero","LilDurk","Chicago","10",0.3125
"45.121","16","0",".","where",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","10",0.375
"45.122","16","0",".","the",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","10",0.4375
"45.123","16","1",".","po-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","10",0.5
"45.124","16","0",".","-lice",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","10",0.5625
"45.125","16","1",".","don't",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","10",0.625
"45.126","8","0",".","call",".",0.125,"NeighborhoodHero","LilDurk","Chicago","10",0.75
"45.127","16","1",".","back-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","10",0.8125
"45.128","8","0",".","-up",".",0.125,"NeighborhoodHero","LilDurk","Chicago","10",0.9375
"45.130","8","1",".","Last","3",0.125,"NeighborhoodHero","LilDurk","Chicago","11",0.0625
"45.131","16","0",".","nig-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","11",0.125
"45.132","16","0",".","-ga",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","11",0.1875
"45.133","16.","1",".","played",".",0.09375,"NeighborhoodHero","LilDurk","Chicago","11",0.28125
"45.134","32","0",".","with",".",0.03125,"NeighborhoodHero","LilDurk","Chicago","11",0.3125
"45.135","16.","1",".","Dur-",".",0.09375,"NeighborhoodHero","LilDurk","Chicago","11",0.40625
"45.136","32","0",".","-ki-",".",0.03125,"NeighborhoodHero","LilDurk","Chicago","11",0.4375
"45.137","16","1",".","-o",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","11",0.5
"45.138","16","0",".","he",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","11",0.5625
"45.139","16","1",".","in",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","11",0.625
"45.140","16","0",".","a",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","11",0.6875
"45.141","8","1",".","back-",".",0.125,"NeighborhoodHero","LilDurk","Chicago","11",0.8125
"45.142","16.","0",".","-wood",".",0.09375,"NeighborhoodHero","LilDurk","Chicago","11",0.90625
"45.143","32","0",".","Chi-","3",0.03125,"NeighborhoodHero","LilDurk","Chicago","11",0.9375
"45.145","16","1",".","-ca-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0
"45.146","16","0",".","-go",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.0625
"45.147","16","0",".","nig-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.125
"45.148","16","0",".","-gas",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.1875
"45.149","16","1",".","play",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.25
"45.150","16","0",".","with",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.3125
"45.151","16","0",".","P-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.375
"45.152","16","0",".","-n-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.4375
"45.153","16","1",".","-B",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.5
"45.154","16","0",".","but",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.5625
"45.155","16","0",".","ain't",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.625
"45.156","16","0",".","no",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.6875
"45.157","8","1",".","mat-",".",0.125,"NeighborhoodHero","LilDurk","Chicago","12",0.8125
"45.158","16","0",".","-chup",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","12",0.875
"45.159","32","0",".","If","3",0.03125,"NeighborhoodHero","LilDurk","Chicago","12",0.90625
"45.160","32","0",".","you",".",0.03125,"NeighborhoodHero","LilDurk","Chicago","12",0.9375
"45.162","16","1",".","know",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0
"45.163","16","0",".","me",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.0625
"45.164","16","0",".","like",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.125
"45.165","16","0",".","you",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.1875
"45.166","16","1",".","know",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.25
"45.167","16","0",".","me",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.3125
"45.168","16","0",".","where",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.375
"45.169","16","0",".","I'm",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.4375
"45.170","16","1",".","from",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.5
"45.171","16","0",".","I'm",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.5625
"45.172","16","0",".","not",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.625
"45.173","16","0",".","a",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","13",0.6875
"45.174","8","1",".","rap-",".",0.125,"NeighborhoodHero","LilDurk","Chicago","13",0.8125
"45.175","8","0",".","-per",".",0.125,"NeighborhoodHero","LilDurk","Chicago","13",0.9375
"45.177","16","1",".","Bur-","3",0.0625,"NeighborhoodHero","LilDurk","Chicago","14",0
"45.178","16","0",".","-gl-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","14",0.0625
"45.179","8","0",".","-ar",".",0.125,"NeighborhoodHero","LilDurk","Chicago","14",0.1875
"45.180","8","1",".","scam-",".",0.125,"NeighborhoodHero","LilDurk","Chicago","14",0.3125
"45.181","16","0",".","-mer",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","14",0.375
"45.182","16","0",".","a",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","14",0.4375
"45.183","16","1",".","mur-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","14",0.5
"45.184","16","0",".","-de-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","14",0.5625
"45.185","16","0",".","-rer",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","14",0.625
"45.186","16","0",".","I'm",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","14",0.6875
"45.187","8","1",".","hand-",".",0.125,"NeighborhoodHero","LilDurk","Chicago","14",0.8125
"45.188","8","0",".","-some",".",0.125,"NeighborhoodHero","LilDurk","Chicago","14",0.9375
"45.190","16","1",".","When","3",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0
"45.191","16","0",".","I'm",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.0625
"45.192","16","0",".","off",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.125
"45.193","16","0",".","the",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.1875
"45.194","16","1",".","drugs",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.25
"45.195","16","0",".","I",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.3125
"45.196","16","0",".","swear",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.375
"45.197","16","0",".","I'm",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.4375
"45.198","16","1",".","stea-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.5
"45.199","16","0",".","-dy",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.5625
"45.200","16","0",".","thro-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.625
"45.201","16","0",".","-win",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","15",0.6875
"45.202","8","1",".","tan-",".",0.125,"NeighborhoodHero","LilDurk","Chicago","15",0.8125
"45.203","8","0",".","-trums",".",0.125,"NeighborhoodHero","LilDurk","Chicago","15",0.9375
"45.205","16","1",".","An-","3",0.0625,"NeighborhoodHero","LilDurk","Chicago","16",0
"45.206","16","0",".","-ge-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","16",0.0625
"45.207","8","0",".","-lo",".",0.125,"NeighborhoodHero","LilDurk","Chicago","16",0.1875
"45.208","16","1",".","told",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","16",0.25
"45.209","16","0",".","me",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","16",0.3125
"45.210","16","0",".","once",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","16",0.375
"45.211","16","0",".","be-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","16",0.4375
"45.212","16","1",".","-fore",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","16",0.5
"45.213","16","0",".","he",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","16",0.5625
"45.214","16","0",".","want",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","16",0.625
"45.215","16","0",".","a",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","16",0.6875
"45.216","8","1",".","Phan-",".",0.125,"NeighborhoodHero","LilDurk","Chicago","16",0.8125
"45.217","8","0",".","-tom",".",0.125,"NeighborhoodHero","LilDurk","Chicago","16",0.9375
"45.219","16","1",".","I","3",0.0625,"NeighborhoodHero","LilDurk","Chicago","17",0
"45.220","16","0",".","can't",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","17",0.0625
"45.221","8","0",".","say",".",0.125,"NeighborhoodHero","LilDurk","Chicago","17",0.1875
"45.222","16","1",".","no",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","17",0.25
"45.223","16","0",".","'cause",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","17",0.3125
"45.224","16","0",".","that's",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","17",0.375
"45.225","16","0",".","my",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","17",0.4375
"45.226","16","1",".","son",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","17",0.5
"45.227","16","0",".","I",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","17",0.5625
"45.228","16","0",".","got-",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","17",0.625
"45.229","16","0",".","-ta",".",0.0625,"NeighborhoodHero","LilDurk","Chicago","17",0.6875
"45.230","8","1",".","an-",".",0.125,"NeighborhoodHero","LilDurk","Chicago","17",0.8125
"45.231","8","0",".","-swer",".",0.125,"NeighborhoodHero","LilDurk","Chicago","17",0.9375
"46.6","2",".","R",".",".",0.5,"PopOut","PoloG","Chicago","1",0.4375
"46.7","4",".","R",".",".",0.25,"PopOut","PoloG","Chicago","1",0.6875
"46.8","16","1",".","She","3",0.0625,"PopOut","PoloG","Chicago","1",0.75
"46.9","16","0",".","don't",".",0.0625,"PopOut","PoloG","Chicago","1",0.8125
"46.10","16","1",".","like",".",0.0625,"PopOut","PoloG","Chicago","1",0.875
"46.11","16","0",".","her",".",0.0625,"PopOut","PoloG","Chicago","1",0.9375
"46.13","16","1",".","bo-",".",0.0625,"PopOut","PoloG","Chicago","2",0
"46.14","16","0",".","-dy",".",0.0625,"PopOut","PoloG","Chicago","2",0.0625
"46.15","16","1",".","left",".",0.0625,"PopOut","PoloG","Chicago","2",0.125
"46.16","16","0",".","the",".",0.0625,"PopOut","PoloG","Chicago","2",0.1875
"46.17","16","1",".","doc-",".",0.0625,"PopOut","PoloG","Chicago","2",0.25
"46.18","16","0",".","-tor",".",0.0625,"PopOut","PoloG","Chicago","2",0.3125
"46.19","16","1",".","with",".",0.0625,"PopOut","PoloG","Chicago","2",0.375
"46.20","16","0",".","a",".",0.0625,"PopOut","PoloG","Chicago","2",0.4375
"46.21","16","1",".","new",".",0.0625,"PopOut","PoloG","Chicago","2",0.5
"46.22","16","1",".","shape",".",0.0625,"PopOut","PoloG","Chicago","2",0.5625
"46.23","8",".","R",".",".",0.125,"PopOut","PoloG","Chicago","2",0.6875
"46.24","16","1",".","Blo-","3",0.0625,"PopOut","PoloG","Chicago","2",0.75
"46.25","16","0",".","-wing",".",0.0625,"PopOut","PoloG","Chicago","2",0.8125
"46.26","16","1",".","up",".",0.0625,"PopOut","PoloG","Chicago","2",0.875
"46.27","16","0",".","my",".",0.0625,"PopOut","PoloG","Chicago","2",0.9375
"46.29","16","1",".","phone",".",0.0625,"PopOut","PoloG","Chicago","3",0
"46.30","16","0",".","'cause",".",0.0625,"PopOut","PoloG","Chicago","3",0.0625
"46.31","16","1",".","she",".",0.0625,"PopOut","PoloG","Chicago","3",0.125
"46.32","16","0",".","just",".",0.0625,"PopOut","PoloG","Chicago","3",0.1875
"46.33","16","1",".","see",".",0.0625,"PopOut","PoloG","Chicago","3",0.25
"46.34","16","0",".","me",".",0.0625,"PopOut","PoloG","Chicago","3",0.3125
"46.35","16","1",".","with",".",0.0625,"PopOut","PoloG","Chicago","3",0.375
"46.36","16","0",".","my",".",0.0625,"PopOut","PoloG","Chicago","3",0.4375
"46.37","16","1",".","new",".",0.0625,"PopOut","PoloG","Chicago","3",0.5
"46.38","16","0",".","bae",".",0.0625,"PopOut","PoloG","Chicago","3",0.5625
"46.39","4",".","R",".",".",0.25,"PopOut","PoloG","Chicago","3",0.8125
"46.40","8","1",".","Heart-","3",0.125,"PopOut","PoloG","Chicago","3",0.9375
"46.42","16","1",".","-brea-",".",0.0625,"PopOut","PoloG","Chicago","4",0
"46.43","16","0",".","-ker",".",0.0625,"PopOut","PoloG","Chicago","4",0.0625
"46.44","16","1",".","la-",".",0.0625,"PopOut","PoloG","Chicago","4",0.125
"46.45","16","0",".","-dies",".",0.0625,"PopOut","PoloG","Chicago","4",0.1875
"46.46","16","1",".","love",".",0.0625,"PopOut","PoloG","Chicago","4",0.25
"46.47","16","0",".","me",".",0.0625,"PopOut","PoloG","Chicago","4",0.3125
"46.48","16","1",".","like",".",0.0625,"PopOut","PoloG","Chicago","4",0.375
"46.49","16","0",".","I'm",".",0.0625,"PopOut","PoloG","Chicago","4",0.4375
"46.50","16","1",".","Cool",".",0.0625,"PopOut","PoloG","Chicago","4",0.5
"46.51","16","0",".","J",".",0.0625,"PopOut","PoloG","Chicago","4",0.5625
"46.52","8",".","R",".",".",0.125,"PopOut","PoloG","Chicago","4",0.6875
"46.53","16","1",".","She","3",0.0625,"PopOut","PoloG","Chicago","4",0.75
"46.54","16","0",".","was",".",0.0625,"PopOut","PoloG","Chicago","4",0.8125
"46.55","16","1",".","try-",".",0.0625,"PopOut","PoloG","Chicago","4",0.875
"46.56","16","0",".","-na",".",0.0625,"PopOut","PoloG","Chicago","4",0.9375
"46.58","16","1",".","cling",".",0.0625,"PopOut","PoloG","Chicago","5",0
"46.59","16","0",".","on-",".",0.0625,"PopOut","PoloG","Chicago","5",0.0625
"46.60","16","1",".","-to",".",0.0625,"PopOut","PoloG","Chicago","5",0.125
"46.61","16","0",".","a",".",0.0625,"PopOut","PoloG","Chicago","5",0.1875
"46.62","16","1",".","nig-",".",0.0625,"PopOut","PoloG","Chicago","5",0.25
"46.63","16","0",".","-ga",".",0.0625,"PopOut","PoloG","Chicago","5",0.3125
"46.64","16","1",".","but",".",0.0625,"PopOut","PoloG","Chicago","5",0.375
"46.65","16","0",".","it's",".",0.0625,"PopOut","PoloG","Chicago","5",0.4375
"46.66","16","1",".","too",".",0.0625,"PopOut","PoloG","Chicago","5",0.5
"46.67","16","0",".","late",".",0.0625,"PopOut","PoloG","Chicago","5",0.5625
"46.68","8",".","R",".",".",0.125,"PopOut","PoloG","Chicago","5",0.6875
"46.69","16","1",".","Booked","3",0.0625,"PopOut","PoloG","Chicago","5",0.75
"46.70","16","0",".","a",".",0.0625,"PopOut","PoloG","Chicago","5",0.8125
"46.71","16","1",".","flight",".",0.0625,"PopOut","PoloG","Chicago","5",0.875
"46.72","16","0",".","to",".",0.0625,"PopOut","PoloG","Chicago","5",0.9375
"46.74","16","1",".","Ca-",".",0.0625,"PopOut","PoloG","Chicago","6",0
"46.75","16","0",".","-li",".",0.0625,"PopOut","PoloG","Chicago","6",0.0625
"46.76","16","1",".","racks",".",0.0625,"PopOut","PoloG","Chicago","6",0.125
"46.77","16","0",".","and",".",0.0625,"PopOut","PoloG","Chicago","6",0.1875
"46.78","16","1",".","con-",".",0.0625,"PopOut","PoloG","Chicago","6",0.25
"46.79","16","0",".","-doms",".",0.0625,"PopOut","PoloG","Chicago","6",0.3125
"46.80","16","1",".","in",".",0.0625,"PopOut","PoloG","Chicago","6",0.375
"46.81","16","0",".","my",".",0.0625,"PopOut","PoloG","Chicago","6",0.4375
"46.82","16","1",".","suit-",".",0.0625,"PopOut","PoloG","Chicago","6",0.5
"46.83","16","0",".","-case",".",0.0625,"PopOut","PoloG","Chicago","6",0.5625
"46.84","16",".","R",".",".",0.0625,"PopOut","PoloG","Chicago","6",0.625
"46.85","16","0",".","And","3",0.0625,"PopOut","PoloG","Chicago","6",0.6875
"46.86","16","1",".","e-",".",0.0625,"PopOut","PoloG","Chicago","6",0.75
"46.87","16","0",".","-very",".",0.0625,"PopOut","PoloG","Chicago","6",0.8125
"46.88","16","1",".","sin-",".",0.0625,"PopOut","PoloG","Chicago","6",0.875
"46.89","16","0",".","-gle",".",0.0625,"PopOut","PoloG","Chicago","6",0.9375
"46.91","16","1",".","dol-",".",0.0625,"PopOut","PoloG","Chicago","7",0
"46.92","16","0",".","-lar",".",0.0625,"PopOut","PoloG","Chicago","7",0.0625
"46.93","16","1",".","in",".",0.0625,"PopOut","PoloG","Chicago","7",0.125
"46.94","16","0",".","these",".",0.0625,"PopOut","PoloG","Chicago","7",0.1875
"46.95","8","1",".","bands",".",0.125,"PopOut","PoloG","Chicago","7",0.3125
"46.96","16","1",".","got",".",0.0625,"PopOut","PoloG","Chicago","7",0.375
"46.97","16","0",".","a",".",0.0625,"PopOut","PoloG","Chicago","7",0.4375
"46.98","16","1",".","blue",".",0.0625,"PopOut","PoloG","Chicago","7",0.5
"46.99","16","0",".","face",".",0.0625,"PopOut","PoloG","Chicago","7",0.5625
"46.100","8",".","R",".",".",0.125,"PopOut","PoloG","Chicago","7",0.6875
"46.101","16","1",".","Dia-","3",0.0625,"PopOut","PoloG","Chicago","7",0.75
"46.102","16","0",".","-monds",".",0.0625,"PopOut","PoloG","Chicago","7",0.8125
"46.103","16","1",".","in",".",0.0625,"PopOut","PoloG","Chicago","7",0.875
"46.104","16","0",".","the",".",0.0625,"PopOut","PoloG","Chicago","7",0.9375
"46.106","16","1",".","Rol-",".",0.0625,"PopOut","PoloG","Chicago","8",0
"46.107","16","0",".","-lie",".",0.0625,"PopOut","PoloG","Chicago","8",0.0625
"46.108","16","1",".","they",".",0.0625,"PopOut","PoloG","Chicago","8",0.125
"46.109","16","0",".","in",".",0.0625,"PopOut","PoloG","Chicago","8",0.1875
"46.110","16","1",".","H-",".",0.0625,"PopOut","PoloG","Chicago","8",0.25
"46.111","16","0",".","-D",".",0.0625,"PopOut","PoloG","Chicago","8",0.3125
"46.112","16","1",".","like",".",0.0625,"PopOut","PoloG","Chicago","8",0.375
"46.113","16","0",".","it's",".",0.0625,"PopOut","PoloG","Chicago","8",0.4375
"46.114","16","1",".","Blu-",".",0.0625,"PopOut","PoloG","Chicago","8",0.5
"46.115","16","0",".","-Ray",".",0.0625,"PopOut","PoloG","Chicago","8",0.5625
"46.116","16",".","R",".",".",0.0625,"PopOut","PoloG","Chicago","8",0.625
"46.117","16","0",".","The","3",0.0625,"PopOut","PoloG","Chicago","8",0.6875
"46.118","16","1",".","way",".",0.0625,"PopOut","PoloG","Chicago","8",0.75
"46.119","16","0",".","that",".",0.0625,"PopOut","PoloG","Chicago","8",0.8125
"46.120","16","1",".","I",".",0.0625,"PopOut","PoloG","Chicago","8",0.875
"46.121","16","0",".","been",".",0.0625,"PopOut","PoloG","Chicago","8",0.9375
"46.123","16","1",".","bal-",".",0.0625,"PopOut","PoloG","Chicago","9",0
"46.124","16","0",".","-lin'",".",0.0625,"PopOut","PoloG","Chicago","9",0.0625
"46.125","16","0",".","should",".",0.0625,"PopOut","PoloG","Chicago","9",0.125
"46.126","16","1",".","make",".",0.0625,"PopOut","PoloG","Chicago","9",0.1875
"46.127","16","0",".","the",".",0.0625,"PopOut","PoloG","Chicago","9",0.25
"46.128","16","1",".","co-",".",0.0625,"PopOut","PoloG","Chicago","9",0.3125
"46.129","16","1",".","-ver",".",0.0625,"PopOut","PoloG","Chicago","9",0.375
"46.130","16","0",".","of",".",0.0625,"PopOut","PoloG","Chicago","9",0.4375
"46.131","16","1",".","two-",".",0.0625,"PopOut","PoloG","Chicago","9",0.5
"46.132","16","0",".","-K",".",0.0625,"PopOut","PoloG","Chicago","9",0.5625
"46.133","8",".","R",".",".",0.125,"PopOut","PoloG","Chicago","9",0.6875
"46.134","16","1",".","Show","3",0.0625,"PopOut","PoloG","Chicago","9",0.75
"46.135","16","0",".","out",".",0.0625,"PopOut","PoloG","Chicago","9",0.8125
"46.136","16","1",".","for",".",0.0625,"PopOut","PoloG","Chicago","9",0.875
"46.137","16","0",".","the",".",0.0625,"PopOut","PoloG","Chicago","9",0.9375
"46.139","16","1",".","sum-",".",0.0625,"PopOut","PoloG","Chicago","10",0
"46.140","16","0",".","-mer",".",0.0625,"PopOut","PoloG","Chicago","10",0.0625
"46.141","16","1",".","I",".",0.0625,"PopOut","PoloG","Chicago","10",0.125
"46.142","16","0",".","might",".",0.0625,"PopOut","PoloG","Chicago","10",0.1875
"46.143","16","1",".","pull",".",0.0625,"PopOut","PoloG","Chicago","10",0.25
"46.144","16","0",".","up",".",0.0625,"PopOut","PoloG","Chicago","10",0.3125
"46.145","16","1",".","in",".",0.0625,"PopOut","PoloG","Chicago","10",0.375
"46.146","16","0",".","a",".",0.0625,"PopOut","PoloG","Chicago","10",0.4375
"46.147","16","1",".","new",".",0.0625,"PopOut","PoloG","Chicago","10",0.5
"46.148","16","0",".","Wraith",".",0.0625,"PopOut","PoloG","Chicago","10",0.5625
"46.149","8",".","R",".",".",0.125,"PopOut","PoloG","Chicago","10",0.6875
"46.150","16","1",".","Dis-","3",0.0625,"PopOut","PoloG","Chicago","10",0.75
"46.151","16","0",".","-sin'",".",0.0625,"PopOut","PoloG","Chicago","10",0.8125
"46.152","16","1",".","on",".",0.0625,"PopOut","PoloG","Chicago","10",0.875
"46.153","16","0",".","the",".",0.0625,"PopOut","PoloG","Chicago","10",0.9375
"46.155","8","1",".","gang",".",0.125,"PopOut","PoloG","Chicago","11",0.0625
"46.156","16","1",".","that's",".",0.0625,"PopOut","PoloG","Chicago","11",0.125
"46.157","16","0",".","gon",".",0.0625,"PopOut","PoloG","Chicago","11",0.1875
"46.158","16","1",".","on-",".",0.0625,"PopOut","PoloG","Chicago","11",0.25
"46.159","16","0",".","-ly",".",0.0625,"PopOut","PoloG","Chicago","11",0.3125
"46.160","16","1",".","get",".",0.0625,"PopOut","PoloG","Chicago","11",0.375
"46.161","16","0",".","your",".",0.0625,"PopOut","PoloG","Chicago","11",0.4375
"46.162","16","1",".","crew",".",0.0625,"PopOut","PoloG","Chicago","11",0.5
"46.163","16","0",".","chased",".",0.0625,"PopOut","PoloG","Chicago","11",0.5625
"46.164","8",".","R",".",".",0.125,"PopOut","PoloG","Chicago","11",0.6875
"46.165","16","1",".","And","3",0.0625,"PopOut","PoloG","Chicago","11",0.75
"46.166","16","0",".","we",".",0.0625,"PopOut","PoloG","Chicago","11",0.8125
"46.167","16","1",".","hold",".",0.0625,"PopOut","PoloG","Chicago","11",0.875
"46.168","16","0",".","shit",".",0.0625,"PopOut","PoloG","Chicago","11",0.9375
"46.170","8","1",".","down",".",0.125,"PopOut","PoloG","Chicago","12",0.0625
"46.171","16","1",".","bet-",".",0.0625,"PopOut","PoloG","Chicago","12",0.125
"46.172","16","0",".","-ter",".",0.0625,"PopOut","PoloG","Chicago","12",0.1875
"46.173","16","1",".","tigh-",".",0.0625,"PopOut","PoloG","Chicago","12",0.25
"46.174","16","0",".","-ten",".",0.0625,"PopOut","PoloG","Chicago","12",0.3125
"46.175","16","1",".","up",".",0.0625,"PopOut","PoloG","Chicago","12",0.375
"46.176","16","0",".","your",".",0.0625,"PopOut","PoloG","Chicago","12",0.4375
"46.177","16","1",".","shoe",".",0.0625,"PopOut","PoloG","Chicago","12",0.5
"46.178","16","0",".","lace",".",0.0625,"PopOut","PoloG","Chicago","12",0.5625
"46.179","8",".","R",".",".",0.125,"PopOut","PoloG","Chicago","12",0.6875
"46.180","32","1",".","Lit-","3",0.03125,"PopOut","PoloG","Chicago","12",0.71875
"46.181","32","0",".","-tle",".",0.03125,"PopOut","PoloG","Chicago","12",0.75
"46.182","16","0",".","bro",".",0.0625,"PopOut","PoloG","Chicago","12",0.8125
"46.183","16","1",".","get",".",0.0625,"PopOut","PoloG","Chicago","12",0.875
"46.184","16","0",".","up",".",0.0625,"PopOut","PoloG","Chicago","12",0.9375
"46.186","16","1",".","close",".",0.0625,"PopOut","PoloG","Chicago","13",0
